File,Spacecraft Clock,Sol,Target,SiO2,SiO2 RMSEP,SiO2_shots_stdev,TiO2,TiO2 RMSEP,TiO2_shots_stdev,Al2O3,Al2O3 RMSEP,Al2O3_shots_stdev,FeOT,FeOT RMSEP,FeOT_shots_stdev,MgO,MgO RMSEP,MgO_shots_stdev,CaO,CaO RMSEP,CaO_shots_stdev,Na2O,Na2O RMSEP,Na2O_shots_stdev,K2O,K2O RMSEP,K2O_shots_stdev,MnO,MnO RMSEP,MnO_shots_stdev,Sum of Oxides,Distance (m),Laser Power,Spectrum Total,Facies,Point
CL5_404934772CCS_F0050104CCAM01083P3.SAV,404934772,84,Rocknest3_2,42.9,5.2,0.8,2.02,0.76,0.09,12.5,3.6,0.6,28,4.9,1.1,2.2,1.6,0.2,2.3,1.1,0.5,3.78,0.67,0.19,1.36,1.01,0.11,0.65,0.2,0.14,95.69,3.48631,100A/95A/95A,1.19E+15,14,9
CL5_404934989CCS_F0050104CCAM01083P3.SAV,404934989,84,Rocknest3_2,42.8,5.2,0.7,1.76,0.69,0.16,11,3.5,0.3,28.5,4.9,1.3,2.9,1.6,0.1,2.9,1.2,0.6,3.55,0.66,0.15,1.44,1.04,0.16,1.36,0.69,0.24,96.26,3.51087,100A/95A/95A,1.27E+15,14,10
CL5_405290297CCS_F0050104CCAM04087P3.SAV,405290297,88,Rocknest6a,38,5.8,1.9,1.16,0.53,0.06,10.4,3.5,1.5,28.9,5,1.4,3.1,1.7,0.3,4.3,1.5,2,3.21,0.63,0.51,0.74,0.76,0.2,0.19,0.06,0.02,90.06,2.57138,100A/95A/95A,1.10E+15,6,1
CL5_405290371CCS_F0050104CCAM04087P3.SAV,405290371,88,Rocknest6a,39.9,5.5,1.1,0.95,0.48,0.05,10.3,3.5,0.6,25.2,4.7,1.8,4,1.7,0.4,7.5,2.4,0.6,2.9,0.62,0.14,0.59,0.69,0.07,0.23,0.07,0.01,91.58,2.57138,100A/95A/95A,1.26E+15,6,2
CL5_405290439CCS_F0050104CCAM04087P3.SAV,405290439,88,Rocknest6a,32.6,6.6,1.1,1.06,0.51,0.04,9.1,3.5,0.3,32.1,5.2,1.7,2.6,1.6,0.1,7.8,2.5,0.7,3,0.62,0.22,0.72,0.75,0.12,0.21,0.07,0.01,89.13,2.57138,100A/95A/95A,1.09E+15,6,3
CL5_405290556CCS_F0050104CCAM04087P3.SAV,405290556,88,Rocknest6a,37.7,5.8,1.7,1.13,0.52,0.05,10.4,3.5,0.4,30.3,5.1,1.7,3.1,1.7,0.2,5.4,1.8,0.7,2.84,0.62,0.19,0.58,0.69,0.09,0.23,0.07,0.01,91.71,2.57138,100A/95A/95A,1.27E+15,6,4
CL5_405290624CCS_F0050104CCAM04087P3.SAV,405290624,88,Rocknest6a,34.6,6.3,1.1,1.21,0.54,0.08,10.4,3.5,0.9,33,5.3,1.3,2.7,1.6,0.3,2.4,1.1,0.4,2.92,0.62,0.17,0.55,0.68,0.06,0.17,0.06,0.01,87.93,2.57457,100A/95A/95A,1.14E+15,6,5
CL5_405290799CCS_F0050104CCAM04087P3.SAV,405290799,88,Rocknest6a,37.1,5.9,1.1,1.03,0.5,0.03,9.7,3.5,0.2,28.7,5,1.1,3.2,1.7,0.1,6.1,2,0.5,3.42,0.65,0.11,0.84,0.8,0.05,0.2,0.07,0.01,90.21,2.57457,100A/95A/95A,9.71E+14,6,6
CL5_405290914CCS_F0050104CCAM04087P3.SAV,405290914,88,Rocknest6a,34.7,6.3,1.4,1.16,0.53,0.03,8.8,3.5,0.3,33.5,5.3,1.2,3.2,1.7,0.2,5.5,1.8,0.8,2.78,0.61,0.13,0.61,0.7,0.06,0.21,0.07,0.01,90.41,2.57457,100A/95A/95A,1.10E+15,6,7
CL5_405290983CCS_F0050104CCAM04087P3.SAV,405290983,88,Rocknest6a,35.5,6.1,1.6,1.23,0.55,0.05,9,3.5,0.4,31.9,5.2,1.8,2.8,1.6,0.2,3.7,1.3,0.7,2.49,0.61,0.18,0.45,0.64,0.07,0.2,0.07,0.01,87.32,2.57457,100A/95A/95A,1.52E+15,6,8
CL5_405291051CCS_F0050104CCAM04087P3.SAV,405291051,88,Rocknest6a,37.7,5.8,1.6,1.14,0.52,0.07,10.1,3.5,0.8,30.1,5.1,1.9,2.7,1.6,0.2,4.1,1.4,0.6,3.06,0.63,0.25,0.73,0.75,0.12,0.23,0.07,0.01,89.88,2.58223,100A/95A/95A,1.38E+15,6,9
CL5_406721756CCS_F0050388CCAM01104P2.SAV,406721756,104,Acasta,42.2,5.2,2.9,0.96,0.49,0.07,7.5,3.4,1.1,19.7,4.2,1.7,9.4,2.5,0.9,8.8,2.7,0.9,1.99,0.63,0.19,0.37,0.61,0.09,0.2,0.07,0.03,91.16,3.61263,100A/95A/95A,5.27E+14,7,1
CL5_406721832CCS_F0050388CCAM01104P2.SAV,406721832,104,Acasta,45.9,5,0.7,1.25,0.55,0.09,10.9,3.5,0.4,20.7,4.3,0.6,5.1,1.9,0.2,6.1,2,0.3,3.28,0.64,0.12,0.8,0.78,0.05,0.14,0.05,0.01,94.19,3.61263,100A/95A/95A,9.48E+14,7,2
CL5_406721907CCS_F0050388CCAM01104P2.SAV,406721907,104,Acasta,45.1,5,1.2,1.21,0.54,0.1,11.4,3.5,0.9,20.8,4.3,1.2,5.4,1.9,0.6,5,1.7,0.7,2.94,0.62,0.14,0.65,0.72,0.09,0.15,0.06,0.01,92.64,3.61263,100A/95A/95A,9.42E+14,7,3
CL5_406722024CCS_F0050388CCAM01104P2.SAV,406722024,104,Acasta,44,5.1,0.7,1.43,0.6,0.11,11.3,3.5,0.7,22.8,4.5,1.3,5.7,1.9,0.6,4.9,1.7,0.5,2.6,0.61,0.18,0.62,0.71,0.04,0.16,0.06,0.02,93.55,3.61263,100A/95A/95A,1.07E+15,7,4
CL5_406722099CCS_F0050388CCAM01104P2.SAV,406722099,104,Acasta,42.9,5.2,1.1,1.73,0.68,0.17,11.3,3.5,0.5,25.9,4.7,1.6,4.6,1.8,0.3,3.2,1.2,0.4,3.11,0.63,0.22,0.97,0.85,0.11,0.16,0.06,0.01,93.82,3.64279,100A/95A/95A,9.36E+14,7,5
CL5_406722276CCS_F0050388CCAM01104P2.SAV,406722276,104,Acasta,41.3,5.3,1.1,1.26,0.55,0.09,9.1,3.5,0.9,26.2,4.8,1.5,7.1,2.1,0.4,3,1.2,0.5,4.12,0.71,0.46,0.32,0.6,0.1,0.15,0.06,0.02,92.62,3.64279,100A/95A/95A,5.80E+14,7,6
CL5_406722393CCS_F0050388CCAM01104P2.SAV,406722393,104,Acasta,46.1,5,0.4,1.04,0.5,0.03,11.1,3.5,0.5,20.9,4.3,0.2,5.8,2,0.4,6,2,0.4,3.02,0.62,0.11,0.7,0.74,0.04,0.18,0.06,0.01,94.81,3.64279,100A/95A/95A,8.06E+14,7,7
CL5_406722468CCS_F0050388CCAM01104P2.SAV,406722468,104,Acasta,44.3,5.1,0.4,1.1,0.52,0.05,10,3.5,0.4,22.8,4.5,0.5,6.9,2.1,0.5,4.3,1.5,0.8,3,0.62,0.2,0.65,0.72,0.04,0.2,0.07,0.01,93.33,3.64279,100A/95A/95A,7.58E+14,7,8
CL5_406722543CCS_F0050388CCAM01104P2.SAV,406722543,104,Acasta,40.4,5.4,0.5,1.69,0.67,0.16,8.3,3.4,0.2,26.6,4.8,1.2,5.9,2,0.6,3.7,1.3,0.5,2.26,0.62,0.07,0.53,0.67,0.06,0.19,0.06,0.01,89.65,3.6289,100A/95A/95A,1.32E+15,7,9
CL5_407343515CCS_F0050388CCAM01111P2.SAV,407343515,111,Amagok,43.4,5.1,1,1.4,0.59,0.16,11.9,3.6,0.7,21.4,4.4,1.1,4.9,1.8,0.6,7,2.3,0.5,2.88,0.62,0.17,0.88,0.82,0.11,0.18,0.06,0.01,94.02,3.8083,100A/95A/95A,1.13E+15,0,1
CL5_407343591CCS_F0050388CCAM01111P2.SAV,407343591,111,Amagok,42.6,5.2,0.8,1.48,0.61,0.09,10.2,3.5,0.4,22.5,4.5,0.7,6,2,0.2,7,2.3,0.3,2.4,0.61,0.15,0.77,0.77,0.11,0.2,0.07,0.01,93.15,3.8083,100A/95A/95A,1.29E+15,0,2
CL5_407343666CCS_F0050388CCAM01111P2.SAV,407343666,111,Amagok,44.6,5,0.8,1.39,0.59,0.09,13.9,3.6,1.1,21.9,4.4,0.6,5.5,1.9,0.6,3.8,1.4,0.4,3.29,0.64,0.19,1.14,0.93,0.12,0.19,0.06,0.01,95.72,3.8083,100A/95A/95A,1.11E+15,0,3
CL5_407343783CCS_F0050388CCAM01111P2.SAV,407343783,111,Amagok,41.2,5.3,1,1.5,0.62,0.13,9.4,3.5,0.5,23.2,4.6,0.9,7.8,2.2,0.7,5.8,1.9,0.7,1.85,0.64,0.11,0.36,0.61,0.05,0.21,0.07,0.01,91.28,3.8083,100A/95A/95A,9.34E+14,0,4
CL5_407343858CCS_F0050388CCAM01111P2.SAV,407343858,111,Amagok,47,5,0.5,1.31,0.57,0.04,13.9,3.6,1.1,20.5,4.3,0.4,5.2,1.9,0.4,5.6,1.9,0.4,3.79,0.67,0.13,1.25,0.97,0.13,0.16,0.06,0.01,98.66,3.80969,100A/95A/95A,8.88E+14,0,5
CL5_407344034CCS_F0050388CCAM01111P2.SAV,407344034,111,Amagok,44.1,5.1,0.6,1.11,0.52,0.05,9.5,3.5,1.1,21.2,4.4,0.4,8,2.3,0.5,5.2,1.7,0.8,2.42,0.61,0.24,0.66,0.72,0.15,0.21,0.07,0.01,92.4,3.80969,100A/95A/95A,1.01E+15,0,6
CL5_407344151CCS_F0050388CCAM01111P2.SAV,407344151,111,Amagok,44.1,5.1,1,1.26,0.55,0.16,10.6,3.5,0.4,22.8,4.5,0.9,8.7,2.4,1,2,1,0.6,3.14,0.63,0.13,1.13,0.92,0.21,0.19,0.06,0.02,93.87,3.80969,100A/95A/95A,4.43E+14,0,7
CL5_407344226CCS_F0050388CCAM01111P2.SAV,407344226,111,Amagok,46.3,5,0.4,1.21,0.54,0.04,12,3.6,0.5,20.4,4.3,0.2,5.8,2,0.2,7.2,2.3,0.8,3.38,0.64,0.17,0.83,0.79,0.08,1.44,0.7,0.6,98.68,3.80969,100A/95A/95A,7.20E+14,0,8
CL5_407344301CCS_F0050388CCAM01111P2.SAV,407344301,111,Amagok,41.4,5.3,1.2,1.08,0.51,0.06,8.4,3.4,0.8,21,4.4,0.6,10.1,2.6,1.2,5.4,1.8,1.2,1.71,0.65,0.14,0.3,0.59,0.05,0.19,0.06,0.03,89.65,3.85027,100A/95A/95A,5.64E+14,0,9
CL5_407609905CCS_F0050432CCAM01114P2.SAV,407609905,114,Patterson_Lake,43.2,5.1,0.4,1.39,0.59,0.08,7.2,3.3,0.2,20,4.2,0.3,12.8,3,0.6,4.3,1.5,0.3,1.97,0.63,0.06,1.02,0.88,0.09,0.22,0.07,0.01,92.11,3.31823,100A/95A/95A,9.25E+14,6,1
CL5_407609982CCS_F0050432CCAM01114P2.SAV,407609982,114,Patterson_Lake,42.1,5.2,0.9,1.4,0.59,0.14,6.8,3.3,0.5,20.3,4.3,0.4,13.4,3.1,1.3,3.6,1.3,0.4,1.91,0.64,0.06,1,0.87,0.06,0.21,0.07,0.01,90.77,3.31823,100A/95A/95A,9.16E+14,6,2
CL5_407610058CCS_F0050432CCAM01114P2.SAV,407610058,114,Patterson_Lake,41.2,5.3,0.6,1.74,0.68,0.12,7,3.3,0.2,21.4,4.4,0.6,10.9,2.8,0.5,4,1.4,0.3,2.05,0.63,0.08,1.21,0.96,0.13,0.2,0.07,0.01,89.61,3.31823,100A/95A/95A,9.16E+14,6,3
CL5_407610134CCS_F0050432CCAM01114P2.SAV,407610134,114,Patterson_Lake,41,5.3,0.8,1.37,0.58,0.09,6.9,3.3,0.6,23.1,4.5,1,11.7,2.9,0.9,3.7,1.3,0.5,2.16,0.62,0.1,0.85,0.8,0.08,1.08,0.53,0.56,91.9,3.31823,100A/95A/95A,9.89E+14,6,4
CL5_407610210CCS_F0050432CCAM01114P2.SAV,407610210,114,Patterson_Lake,43.9,5.1,0.6,1.53,0.62,0.14,7.1,3.3,0.2,20.6,4.3,0.1,11.4,2.8,0.5,4.1,1.5,0.2,2.14,0.62,0.11,1,0.87,0.08,0.19,0.06,0.01,92.01,3.31823,100A/95A/95A,7.95E+14,6,5
CL5_407610286CCS_F0050432CCAM01114P2.SAV,407610286,114,Patterson_Lake,44,5.1,0.5,1.29,0.56,0.12,6.8,3.3,0.3,20.1,4.2,0.2,12.2,2.9,0.6,4.4,1.5,0.3,2.23,0.62,0.12,0.94,0.84,0.08,0.19,0.06,0.01,92.05,3.31823,100A/95A/95A,8.14E+14,6,6
CL5_407610362CCS_F0050432CCAM01114P2.SAV,407610362,114,Patterson_Lake,40.7,5.4,1.7,1.12,0.52,1.42,8.2,3.4,0.9,19,4.1,0.8,7.4,2.2,1.6,7,2.3,1.8,1.85,0.64,0.78,0.26,0.58,0.23,0.12,0.05,0.03,85.67,3.31823,100A/95A/95A,3.41E+14,6,7
CL5_407610438CCS_F0050432CCAM01114P2.SAV,407610438,114,Patterson_Lake,39.8,5.5,0.6,2.07,0.77,0.1,6.9,3.3,0.2,22.2,4.5,0.6,8.7,2.4,0.2,5.1,1.7,0.3,2.25,0.62,0.08,1.14,0.93,0.07,0.17,0.06,0.01,88.3,3.31823,100A/95A/95A,1.07E+15,6,8
CL5_407610514CCS_F0050432CCAM01114P2.SAV,407610514,114,Patterson_Lake,43.1,5.1,1.1,1.41,0.59,0.13,6.9,3.3,0.3,20,4.2,0.3,12.5,3,0.4,4.8,1.6,0.3,2.1,0.62,0.12,1.15,0.93,0.16,0.21,0.07,0.01,92.27,3.31823,100A/95A/95A,9.51E+14,6,9
CL5_407610590CCS_F0050432CCAM01114P2.SAV,407610590,114,Patterson_Lake,42.1,5.2,0.9,1.32,0.57,0.09,6.2,3.2,0.1,20.5,4.3,0.3,11.4,2.8,0.5,5.5,1.8,0.3,2.02,0.63,0.03,1.15,0.93,0.04,0.19,0.06,0.01,90.38,3.31823,100A/95A/95A,8.44E+14,6,10
CL5_407611242CCS_F0050432CCAM02114P2.SAV,407611242,114,Jackson_Lake,42.6,5.2,0.5,1.13,0.52,0.06,7.2,3.3,0.7,20.5,4.3,0.2,13.5,3.1,0.6,4.1,1.4,0.5,1.82,0.64,0.09,0.77,0.77,0.09,0.21,0.07,0.01,91.73,3.23306,100A/95A/95A,1.31E+15,6,1
CL5_407611318CCS_F0050432CCAM02114P2.SAV,407611318,114,Jackson_Lake,43.6,5.1,0.8,1.54,0.63,0.1,7.8,3.4,0.2,20.5,4.3,0.1,9.4,2.5,0.5,5.1,1.7,0.7,2.35,0.61,0.1,1.22,0.96,0.19,0.18,0.06,0.01,91.71,3.23306,100A/95A/95A,1.33E+15,6,2
CL5_407611393CCS_F0050432CCAM02114P2.SAV,407611393,114,Jackson_Lake,45.7,5,0.6,1.2,0.54,0.03,8.4,3.4,0.7,20.3,4.3,0.4,10.3,2.6,1.1,5.1,1.7,0.8,2.12,0.62,0.14,1.88,1.15,0.15,0.18,0.06,0.01,95.12,3.23306,100A/95A/95A,1.16E+15,6,3
CL5_407611510CCS_F0050432CCAM02114P2.SAV,407611510,114,Jackson_Lake,44.7,5,0.7,1.81,0.7,0.15,8,3.4,0.5,20.2,4.3,0.2,9.3,2.5,0.5,4.8,1.6,0.5,2.17,0.62,0.13,1.52,1.07,0.22,0.18,0.06,0.01,92.73,3.23306,100A/95A/95A,1.37E+15,6,4
CL5_407611585CCS_F0050432CCAM02114P2.SAV,407611585,114,Jackson_Lake,41.8,5.3,0.7,1.38,0.58,0.15,7.7,3.4,0.2,22,4.5,0.9,11.3,2.8,1,2.9,1.2,0.3,1.86,0.64,0.07,1.41,1.03,0.14,0.2,0.07,0.01,90.59,3.24208,100A/95A/95A,1.34E+15,6,5
CL5_407611762CCS_F0050432CCAM02114P2.SAV,407611762,114,Jackson_Lake,44.8,5,1.1,1.44,0.6,0.13,8.7,3.5,0.4,20.6,4.3,0.2,9.5,2.5,0.4,4.1,1.5,0.7,2.3,0.61,0.14,1.71,1.12,0.24,0.19,0.06,0.01,93.27,3.24208,100A/95A/95A,1.15E+15,6,6
CL5_407611880CCS_F0050432CCAM02114P2.SAV,407611880,114,Jackson_Lake,46,5,0.8,1.59,0.64,0.17,9,3.5,0.4,20.5,4.3,0.2,8.9,2.4,0.5,4.9,1.7,0.4,2.62,0.61,0.12,1.6,1.09,0.17,0.17,0.06,0.01,95.22,3.24208,100A/95A/95A,1.15E+15,6,7
CL5_407611954CCS_F0050432CCAM02114P2.SAV,407611954,114,Jackson_Lake,44.1,5.1,0.5,1.68,0.67,0.12,7.7,3.4,0.3,20.7,4.3,0.2,10.2,2.6,0.5,3.7,1.3,0.3,2.39,0.61,0.11,1.83,1.14,0.16,0.18,0.06,0.01,92.52,3.24208,100A/95A/95A,1.36E+15,6,8
CL5_407612030CCS_F0050432CCAM02114P2.SAV,407612030,114,Jackson_Lake,40.9,5.4,0.5,1.43,0.6,0.07,6.3,3.2,0.2,22.2,4.5,0.6,9,2.4,0.4,4.8,1.6,0.6,1.87,0.64,0.06,1.04,0.88,0.11,0.19,0.06,0.01,87.77,3.24208,100A/95A/95A,1.35E+15,6,9
CL5_407794123CCS_F0050432CCAM01116P2.SAV,407794123,116,Ingraham,47,5,0.6,1.34,0.57,0.09,12,3.6,0.6,19.7,4.2,0.2,4.8,1.8,0.2,6.2,2,0.3,3.12,0.63,0.07,0.72,0.75,0.03,0.12,0.05,0.01,95.02,4.52615,100A/95A/95A,1.16E+15,0,1
CL5_407794193CCS_F0050432CCAM01116P2.SAV,407794193,116,Ingraham,51.2,5,0.4,0.99,0.49,0.02,18.1,3.7,0.3,15.8,3.5,0.3,3.2,1.7,0.1,7.8,2.5,0.3,4.58,0.8,0.13,0.82,0.79,0.04,0.06,0.03,0.02,102.52,4.52615,100A/95A/95A,6.62E+14,0,2
CL5_407794262CCS_F0050432CCAM01116P2.SAV,407794262,116,Ingraham,44.6,5,0.7,1.13,0.52,0.06,8.3,3.4,0.7,21.2,4.4,0.3,7.8,2.2,0.5,6.3,2.1,0.5,2.58,0.61,0.19,0.49,0.66,0.07,0.2,0.07,0.01,92.62,4.52615,100A/95A/95A,1.01E+15,0,3
CL5_407794377CCS_F0050432CCAM01116P2.SAV,407794377,116,Ingraham,45.6,5,0.6,1.16,0.53,0.06,10.4,3.5,0.9,20.9,4.3,0.4,6.7,2.1,1,6.5,2.1,1.5,2.67,0.61,0.19,0.63,0.71,0.14,0.16,0.06,0.02,94.83,4.52615,100A/95A/95A,1.21E+15,0,4
CL5_407794445CCS_F0050432CCAM01116P2.SAV,407794445,116,Ingraham,45.5,5,0.9,1.5,0.62,0.04,12.1,3.6,0.7,21.1,4.4,0.4,5,1.8,0.3,6,2,1.1,3.44,0.65,0.18,0.95,0.85,0.09,0.14,0.05,0.01,95.64,4.53592,100A/95A/95A,1.18E+15,0,5
CL5_407794587CCS_F0050432CCAM01116P2.SAV,407794587,116,Ingraham,41.9,5.2,0.6,1.24,0.55,0.07,9.1,3.5,0.9,22.1,4.5,1,5.8,1.9,0.6,9.6,2.8,0.7,2.65,0.61,0.13,0.58,0.69,0.08,0.18,0.06,0.02,93.13,4.53592,100A/95A/95A,1.04E+15,0,6
CL5_407794705CCS_F0050432CCAM01116P2.SAV,407794705,116,Ingraham,47.1,5,0.6,1.52,0.62,0.04,16.4,3.7,0.8,21,4.4,0.8,3.7,1.7,0.2,5.4,1.8,0.5,4.18,0.72,0.15,1.21,0.96,0.08,0.12,0.05,0.02,100.63,4.53592,100A/95A/95A,5.11E+14,0,7
CL5_407794774CCS_F0050432CCAM01116P2.SAV,407794774,116,Ingraham,45.8,5,0.8,1.63,0.65,0.15,13.4,3.6,1,21.5,4.4,1.1,5.2,1.9,0.5,4.9,1.7,0.7,3.18,0.63,0.2,0.86,0.81,0.12,0.15,0.06,0.01,96.67,4.53592,100A/95A/95A,1.40E+15,0,8
CL5_407794843CCS_F0050432CCAM01116P2.SAV,407794843,116,Ingraham,41.1,5.3,2.2,2.05,0.77,0.19,13.9,3.6,0.8,31.4,5.1,1.2,4,1.7,0.1,3.6,1.3,0.4,3.28,0.64,0.22,0.93,0.84,0.09,0.21,0.07,4.72,100.44,4.60147,100A/95A/95A,1.24E+14,0,9
CL5_407795303CCS_F0050432CCAM02116P2.SAV,407795303,116,Kiwi_Lake_safe,42,5.2,2.7,3.25,1.36,0.85,8.6,3.5,0.3,30.2,5.1,2.2,6.4,2,0.6,4.2,1.5,0.6,2.27,0.62,0.24,0.92,0.83,0.12,0.19,0.06,1.31,97.99,4.59745,100A/95A/95A,1.29E+14,6,1
CL5_407795373CCS_F0050432CCAM02116P2.SAV,407795373,116,Kiwi_Lake_safe,42.1,5.2,2.8,4.06,1.77,0.84,8.6,3.5,0.4,30.3,5.1,1.9,5.5,1.9,0.4,2.9,1.2,0.4,2.32,0.61,0.18,0.97,0.85,0.17,0.2,0.07,2.41,96.9,4.59745,100A/95A/95A,1.19E+14,6,2
CL5_407795442CCS_F0050432CCAM02116P2.SAV,407795442,116,Kiwi_Lake_safe,42.4,5.2,3.6,3.72,1.6,0.51,8.1,3.4,0.4,33.3,5.3,3.2,6.1,2,0.5,2.7,1.1,0.3,2.01,0.63,0.15,0.68,0.73,0.09,0.27,0.09,2.73,99.38,4.59745,100A/95A/95A,6.53E+13,6,3
CL5_407795557CCS_F0050432CCAM02116P2.SAV,407795557,116,Kiwi_Lake_safe,43.4,5.1,3.3,2.69,1.03,0.37,8.5,3.4,0.5,30.6,5.1,2.4,7,2.1,0.5,3.3,1.2,0.4,2.15,0.62,0.15,0.83,0.79,0.15,0.83,0.3,3.47,99.32,4.59745,100A/95A/95A,8.48E+13,6,4
CL5_407795625CCS_F0050432CCAM02116P2.SAV,407795625,116,Kiwi_Lake_safe,43.6,5.1,1.4,1.75,0.69,0.22,8.9,3.5,0.3,22.8,4.5,1.1,9.2,2.5,0.6,4,1.4,0.3,2.49,0.61,0.11,1.34,1.01,0.12,0.21,0.07,0.02,94.25,4.55954,100A/95A/95A,4.66E+14,6,5
CL5_407795772CCS_F0050432CCAM02116P2.SAV,407795772,116,Kiwi_Lake_safe,43.3,5.1,1.3,1.82,0.71,0.21,8.9,3.5,0.3,23.8,4.6,0.6,8.1,2.3,0.3,4.2,1.5,0.6,2.58,0.61,0.17,1.3,0.99,0.16,0.19,0.06,0.02,94.21,4.55954,100A/95A/95A,4.76E+14,6,6
CL5_407795889CCS_F0050432CCAM02116P2.SAV,407795889,116,Kiwi_Lake_safe,46.5,5,1.3,1.7,0.67,0.24,9,3.5,0.5,21.1,4.4,0.4,11.5,2.8,0.5,3.2,1.2,0.2,2.87,0.62,0.19,1.37,1.02,0.2,0.21,0.07,0.02,97.4,4.55954,100A/95A/95A,6.27E+14,6,7
CL5_407795958CCS_F0050432CCAM02116P2.SAV,407795958,116,Kiwi_Lake_safe,43.7,5.1,1.4,2.28,0.84,0.27,9.1,3.5,0.4,22.9,4.5,0.8,8,2.3,0.6,4.2,1.5,0.5,3,0.62,0.19,1.36,1.01,0.13,0.19,0.06,0.01,94.76,4.55954,100A/95A/95A,5.73E+14,6,8
CL5_407796027CCS_F0050432CCAM02116P2.SAV,407796027,116,Kiwi_Lake_safe,46.1,5,0.7,1.52,0.62,0.07,7.8,3.4,0.4,20.5,4.3,0.1,11.7,2.9,0.4,4.4,1.5,0.6,2.7,0.61,0.14,1.11,0.91,0.12,0.2,0.07,0.01,96.03,4.52031,100A/95A/95A,1.19E+15,6,9
CL5_407796479CCS_F0050432CCAM03116P2.SAV,407796479,116,Duncan_Lake_vertical_start,44.8,5,0.6,1.35,0.58,0.14,7.6,3.4,0.4,20.8,4.3,0.4,11.1,2.8,1,4.9,1.7,0.6,2.06,0.63,0.1,1.13,0.92,0.2,0.18,0.06,0.02,93.89,3.1809,100A/95A/95A,1.40E+15,6,1
CL5_407796555CCS_F0050432CCAM03116P2.SAV,407796555,116,Duncan_Lake_vertical_start,44.6,5,0.6,1.34,0.57,0.09,8.8,3.5,0.5,20.5,4.3,0.1,11.4,2.8,0.5,4,1.4,0.4,2.21,0.62,0.09,0.98,0.86,0.19,0.18,0.06,0.01,94.04,3.1809,100A/95A/95A,1.31E+15,6,2
CL5_407796630CCS_F0050432CCAM03116P2.SAV,407796630,116,Duncan_Lake_vertical_start,43.3,5.1,0.6,1.14,0.52,0.06,7,3.3,0.4,20.9,4.3,0.3,12.1,2.9,0.7,6,2,0.9,1.85,0.64,0.07,0.88,0.82,0.13,0.19,0.06,0.01,93.37,3.1809,100A/95A/95A,1.35E+15,6,3
CL5_407796705CCS_F0050432CCAM03116P2.SAV,407796705,116,Duncan_Lake_vertical_start,44.6,5,0.9,1.51,0.62,0.16,7.2,3.3,0.5,20.6,4.3,0.3,10.9,2.7,1,5.2,1.8,0.8,2.19,0.62,0.21,0.99,0.86,0.29,0.17,0.06,0.01,93.41,3.1809,100A/95A/95A,1.39E+15,6,4
CL5_407796780CCS_F0050432CCAM03116P2.SAV,407796780,116,Duncan_Lake_vertical_start,43.9,5.1,0.7,1.1,0.52,0.05,7.1,3.3,1,20.7,4.3,0.3,14.7,3.2,0.9,4.1,1.4,0.3,1.72,0.65,0.17,0.5,0.66,0.16,0.19,0.06,0.01,93.99,3.1809,100A/95A/95A,1.28E+15,6,5
CL5_407796855CCS_F0050432CCAM03116P2.SAV,407796855,116,Duncan_Lake_vertical_start,44.2,5.1,0.4,1.46,0.61,0.05,7.3,3.3,0.3,20.5,4.3,0.1,12.1,2.9,0.5,3.9,1.4,0.3,2.21,0.62,0.09,1.23,0.96,0.25,0.19,0.06,0.01,93.17,3.1809,100A/95A/95A,1.44E+15,6,6
CL5_407796930CCS_F0050432CCAM03116P2.SAV,407796930,116,Duncan_Lake_vertical_start,39.7,5.5,0.6,1.32,0.57,0.05,5.6,3.1,0.3,21.2,4.4,0.3,14.3,3.2,0.6,4.3,1.5,0.5,1.71,0.65,0.06,0.35,0.61,0.04,0.21,0.07,0.01,88.75,3.16836,100A/95A/95A,1.44E+15,6,7
CL5_407797190CCS_F0050432CCAM03116P2.SAV,407797190,116,Duncan_Lake_vertical_start,41.7,5.3,0.5,1.11,0.52,0.06,5.7,3.1,0.2,20.8,4.3,0.2,14.5,3.2,0.6,5.1,1.7,0.7,1.74,0.64,0.06,0.57,0.69,0.09,0.22,0.07,0.01,91.6,3.16836,100A/95A/95A,1.36E+15,6,8
CL5_407797266CCS_F0050432CCAM03116P2.SAV,407797266,116,Duncan_Lake_vertical_start,46.6,5,1.3,1.41,0.59,0.1,8.4,3.4,0.7,20.7,4.3,0.3,9.8,2.6,0.6,5.1,1.7,0.9,2.46,0.61,0.17,1.47,1.05,0.27,0.16,0.06,0.01,96.06,3.16836,100A/95A/95A,1.12E+15,6,9
CL5_407797341CCS_F0050432CCAM03116P2.SAV,407797341,116,Duncan_Lake_vertical_start,42.4,5.2,0.6,1.42,0.59,0.1,6.8,3.3,0.2,21.2,4.4,0.1,13,3,0.9,4,1.4,0.6,1.83,0.64,0.06,0.9,0.82,0.08,0.2,0.07,0.01,91.77,3.16836,100A/95A/95A,1.29E+15,6,10
CL5_407884909CCS_F0050432CCAM02117P2.SAV,407884909,117,Jackson_Lake_2,41.9,5.2,1,1.4,0.59,0.2,7.2,3.3,0.4,21.3,4.4,0.9,9.9,2.6,0.8,4.4,1.5,0.5,1.42,0.64,0.12,0.35,0.61,0.07,0.17,0.06,0.02,87.98,3.30146,100A/95A/95A,7.98E+14,6,1
